,NEIGHBORHOOD,building_category,building_class,zip_code,total_unit,square_feet,house_age,price
1558,CLINTON,13,R4,10036,1.0,4256.917964482139,30.0,781000.0
21792,MOUNT HOPE/MOUNT EDEN,01,A5,10457,1.0,1606.0,118.0,368000.0
54716,ELMHURST,02,B2,11377,2.0,1356.0,107.0,1050000.0
72287,SO. JAMAICA-BAISLEY PARK,22,K1,11434,1.0,900.0,86.0,210000.0
71305,ROSEDALE,01,A1,11422,1.0,1912.0,61.0,430000.0
9400,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,38.0,1058653.0
62602,HOLLIS,01,A1,11429,1.0,1104.0,86.0,380000.0
80719,NEW DORP-HEIGHTS,02,B2,10306,2.0,1245.0,62.0,350000.0
4252,GREENWICH VILLAGE-WEST,09,C6,10011,2.3948661722025153,4256.917964482139,107.0,2400000.0
31442,BUSHWICK,02,S2,11221,3.0,2880.0,86.0,700000.0
56907,FLUSHING-NORTH,02,B1,11355,2.0,1394.0,30.0,950000.0
8276,MIDTOWN EAST,13,R4,10017,1.0,4256.917964482139,28.0,830000.0
61440,GLEN OAKS,09,C6,11004,2.3948661722025153,4256.917964482139,68.0,210000.0
66834,MASPETH,02,B2,11378,2.0,2348.0,67.0,1025000.0
80215,NEW BRIGHTON,02,B2,10301,2.0,1800.0,97.0,385445.0
54764,ELMHURST,02,B1,11373,2.0,2240.0,97.0,1080000.0
10054,MURRAY HILL,10,D4,10016,2.3948661722025153,4256.917964482139,51.0,1495000.0
77975,ELTINGVILLE,02,B2,10312,2.0,2096.0,6.0,900000.0
70651,RICHMOND HILL,21,O8,11416,2.0,2572.0,107.0,499000.0
78812,GREAT KILLS,02,B9,10308,2.0,1932.0,32.0,530000.0
71207,ROCKAWAY PARK,07,C9,11694,9.0,1488.0,87.0,162000.0
72460,SOUTH JAMAICA,01,A5,11435,1.0,784.0,92.0,150500.0
42140,MARINE PARK,10,D4,11229,2.3948661722025153,4256.917964482139,64.0,177000.0
82844,SOUTH BEACH,02,B2,10305,2.0,1604.0,91.0,656000.0
55787,FAR ROCKAWAY,13,R4,11691,1.0,4256.917964482139,57.0,117000.0
23243,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,67.0,105000.0
12090,UPPER EAST SIDE (59-79),10,D4,10065,2.3948661722025153,4256.917964482139,58.0,2250000.0
35098,CYPRESS HILLS,03,C0,11208,3.0,2952.0,107.0,415000.0
39477,FORT GREENE,10,D4,11201,2.3948661722025153,4256.917964482139,59.0,957579.0
9277,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,27.0,587500.0
80580,NEW DORP-BEACH,01,A6,10306,1.0,672.0,86.0,208000.0
74101,ST. ALBANS,01,A1,11412,1.0,1672.0,87.0,445000.0
79731,MARINERS HARBOR,04,R3,10303,1.0,4256.917964482139,12.0,320000.0
43521,OCEAN PARKWAY-NORTH,07,C3,11230,4.0,3100.0,92.0,1450000.0
66434,LONG ISLAND CITY,13,R4,11106,1.0,4256.917964482139,9.0,675000.0
61518,GLEN OAKS,10,D4,11005,2.3948661722025153,4256.917964482139,45.0,240000.0
57819,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,9.0,490000.0
38457,FLATBUSH-EAST,10,D4,11210,2.3948661722025153,4256.917964482139,66.0,130000.0
76531,ARDEN HEIGHTS,01,A9,10312,1.0,1152.0,29.0,345000.0
54282,DOUGLASTON,09,C6,11362,2.3948661722025153,4256.917964482139,65.0,193000.0
36493,EAST NEW YORK,02,B1,11207,2.0,2360.0,116.0,450000.0
7085,MANHATTAN VALLEY,10,D4,10025,2.3948661722025153,4256.917964482139,116.0,925000.0
9051,MIDTOWN WEST,10,D4,10019,2.3948661722025153,4256.917964482139,81.0,850000.0
704,CHELSEA,13,R4,10011,1.0,4256.917964482139,110.0,1700000.0
39064,FLATBUSH-NORTH,13,R4,11203,1.0,4256.917964482139,17.0,354900.0
26162,BAY RIDGE,10,D4,11209,2.3948661722025153,4256.917964482139,86.0,600000.0
58506,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,1.0,1125917.0
37595,FLATBUSH-CENTRAL,10,D4,11210,2.3948661722025153,4256.917964482139,86.0,164999.0
80869,NEW SPRINGVILLE,01,A5,10314,1.0,2376.0,29.0,675000.0
14820,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,15.0,1952698.0
69517,REGO PARK,10,D4,11374,2.3948661722025153,4256.917964482139,57.0,469000.0
11800,UPPER EAST SIDE (59-79),09,C6,10075,2.3948661722025153,4256.917964482139,107.0,325000.0
37934,FLATBUSH-EAST,01,A9,11210,1.0,1235.0,91.0,777000.0
49926,ASTORIA,02,B1,11102,2.0,1785.0,14.0,1475000.0
57530,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,52.0,368000.0
66217,LONG ISLAND CITY,03,C0,11106,3.0,2428.0,87.0,1325000.0
32239,CANARSIE,01,A5,11236,1.0,896.0,67.0,425000.0
46152,SHEEPSHEAD BAY,02,B2,11235,2.0,2604.0,115.0,65789.0
19911,CROTONA PARK,02,B2,10460,2.0,2316.0,107.0,474592.0
51481,BAYSIDE,04,R3,11360,1.0,4256.917964482139,34.0,455000.0
81886,PRINCES BAY,01,A5,10309,1.0,1300.0,16.0,525000.0
56293,FLUSHING-NORTH,01,A1,11358,1.0,1251.0,91.0,925000.0
19984,EAST TREMONT,02,B1,10457,2.0,1760.0,21.0,490000.0
56693,FLUSHING-NORTH,01,A0,11355,1.0,1344.0,76.0,746000.0
30432,BRIGHTON BEACH,13,R4,11235,1.0,4256.917964482139,1.0,539672.0
38176,FLATBUSH-EAST,02,B2,11203,2.0,2923.0,107.0,1500000.0
72051,SO. JAMAICA-BAISLEY PARK,01,A2,11434,1.0,1210.0,97.0,520000.0
30142,BOROUGH PARK,43,RB,11220,1.0,4256.917964482139,9.0,1041598.0
34556,CROWN HEIGHTS,10,D4,11225,2.3948661722025153,4256.917964482139,88.0,450000.0
77540,DONGAN HILLS,02,B2,10304,2.0,1880.0,72.0,715000.0
75574,WOODHAVEN,02,B3,11421,2.0,1214.0,97.0,430000.0
72077,SO. JAMAICA-BAISLEY PARK,01,A2,11434,1.0,1000.0,67.0,400000.0
75727,WOODSIDE,02,B3,11377,2.0,1784.0,76.0,838000.0
25061,WILLIAMSBRIDGE,02,B9,10466,2.0,1782.0,52.0,275000.0
9664,MIDTOWN WEST,26,H3,10019,2.0,112850.0,9.0,40370.0
76038,WOODSIDE,12,R2,11377,1.0,4256.917964482139,90.0,519307.0
29211,BOROUGH PARK,02,B3,11204,2.0,1600.0,102.0,698000.0
45719,RED HOOK,21,O2,11231,1.0,3480.0,30.0,1500000.0
55922,FLORAL PARK,01,A1,11004,1.0,2520.0,7.0,1175000.0
72319,SOUTH JAMAICA,01,A1,11433,1.0,1710.0,96.0,455000.0
1585,CLINTON,13,R4,10019,1.0,4256.917964482139,76.0,597000.0
16681,UPPER WEST SIDE (79-96),10,D4,10024,2.3948661722025153,4256.917964482139,91.0,875000.0
18993,BEDFORD PARK/NORWOOD,10,D4,10467,2.3948661722025153,4256.917964482139,62.0,85000.0
61850,GLENDALE,02,B2,11385,2.0,1788.0,86.0,787000.0
76577,ARDEN HEIGHTS,02,B9,10312,2.0,2392.0,36.0,528000.0
39492,FORT GREENE,10,D4,11201,2.3948661722025153,4256.917964482139,59.0,168250.0
66094,LITTLE NECK,09,C6,11362,2.3948661722025153,4256.917964482139,65.0,310000.0
83365,TOTTENVILLE,01,A1,10307,1.0,1545.0,102.0,400000.0
8453,MIDTOWN EAST,13,R4,10017,1.0,4256.917964482139,55.0,765000.0
15303,UPPER WEST SIDE (59-79),10,D4,10023,2.3948661722025153,4256.917964482139,55.0,569000.0
68441,OZONE PARK,02,B2,11417,2.0,1992.0,91.0,617000.0
55100,ELMHURST,10,D4,11373,2.3948661722025153,4256.917964482139,61.0,175000.0
69043,QUEENS VILLAGE,02,S2,11428,3.0,3322.0,100.0,820000.0
20835,MELROSE/CONCOURSE,03,C0,10456,3.0,3972.0,111.0,101500.0
79131,GRYMES HILL,01,A1,10301,1.0,1800.0,84.0,843000.0
68118,OZONE PARK,01,A1,11417,1.0,1144.0,87.0,430000.0
2970,FLATIRON,13,R4,10010,1.0,4256.917964482139,117.0,1700000.0
46353,SHEEPSHEAD BAY,10,D4,11235,2.3948661722025153,4256.917964482139,61.0,175000.0
22943,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,66.0,175000.0
76645,ARROCHAR,02,B9,10305,2.0,1470.0,19.0,685000.0
45378,PROSPECT HEIGHTS,09,C6,11238,2.3948661722025153,4256.917964482139,107.0,515000.0
80047,MIDLAND BEACH,04,R6,10306,1.0,4256.917964482139,6.0,575000.0
43904,OCEAN PARKWAY-SOUTH,02,B3,11223,2.0,1884.0,72.0,2000000.0
39011,FLATBUSH-NORTH,07,C3,11212,4.0,3900.0,87.0,760000.0
12103,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,54.0,2100000.0
20168,FORDHAM,02,B9,10457,2.0,3352.0,116.0,800000.0
35489,DOWNTOWN-FULTON MALL,13,R4,11201,1.0,4256.917964482139,9.0,890000.0
54401,EAST ELMHURST,01,A1,11369,1.0,2273.0,67.0,875000.0
37636,FLATBUSH-CENTRAL,13,R4,11218,1.0,4256.917964482139,10.0,1175000.0
83601,WEST NEW BRIGHTON,01,A1,10310,1.0,4360.0,97.0,499999.0
3662,GREENWICH VILLAGE-CENTRAL,10,D4,10003,2.3948661722025153,4256.917964482139,86.0,540000.0
53458,CORONA,01,A9,11368,1.0,1300.0,97.0,650000.0
83939,WESTERLEIGH,01,A1,10314,1.0,1512.0,92.0,539500.0
50336,ASTORIA,10,D4,11106,2.3948661722025153,4256.917964482139,66.0,362931.0
46373,SHEEPSHEAD BAY,10,D4,11235,2.3948661722025153,4256.917964482139,57.0,387000.0
25818,BAY RIDGE,02,B1,11209,2.0,2997.0,92.0,1120000.0
74503,ST. ALBANS,03,C0,11412,3.0,3120.0,11.0,700000.0
34666,CROWN HEIGHTS,13,R4,11216,1.0,4256.917964482139,5.0,753505.0
18101,WASHINGTON HEIGHTS UPPER,10,D4,10033,2.3948661722025153,4256.917964482139,66.0,538625.0
16407,UPPER WEST SIDE (59-79),17,R9,10023,2.3948661722025153,4256.917964482139,55.0,620000.0
71524,ROSEDALE,02,B3,11422,2.0,1094.0,67.0,414119.0
46249,SHEEPSHEAD BAY,04,R3,11235,1.0,4256.917964482139,6.0,570220.0
67438,MIDDLE VILLAGE,02,B3,11379,2.0,1620.0,107.0,575000.0
43924,OCEAN PARKWAY-SOUTH,02,B2,11223,2.0,2592.0,87.0,1080000.0
54726,ELMHURST,02,B3,11373,2.0,1632.0,97.0,1150000.0
58621,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,1.0,896811.0
2978,FLATIRON,13,R4,10010,1.0,4256.917964482139,105.0,2100000.0
4807,HARLEM-CENTRAL,01,A9,10030,1.0,3591.0,118.0,2100000.0
78178,GRANT CITY,22,K1,10306,1.0,1085.0,87.0,450000.0
9281,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,28.0,550000.0
14698,UPPER EAST SIDE (79-96),13,R4,10028,1.0,4256.917964482139,18.0,780000.0
31245,BROWNSVILLE,07,C1,11212,16.0,10450.0,87.0,2800000.0
35275,DOWNTOWN-FULTON FERRY,13,R4,11201,1.0,4256.917964482139,112.0,1988642.0
57396,FLUSHING-NORTH,10,D4,11354,2.3948661722025153,4256.917964482139,60.0,189000.0
82689,SOUTH BEACH,01,A5,10305,1.0,1096.0,18.0,200000.0
21790,MOUNT HOPE/MOUNT EDEN,01,A1,10453,1.0,2631.0,107.0,425000.0
41234,KENSINGTON,13,R4,11218,1.0,4256.917964482139,10.0,849000.0
31342,BUSH TERMINAL,15,R1,11220,1.0,4256.917964482139,5.0,304200.0
33119,CLINTON HILL,01,A4,11238,1.0,2448.0,117.0,1560000.0
1577,CLINTON,13,R4,10019,1.0,4256.917964482139,66.0,1150000.0
70843,RIDGEWOOD,02,B2,11379,2.0,1560.0,91.0,705000.0
1540,CLINTON,13,R4,10036,1.0,4256.917964482139,9.0,2067047.0
17077,UPPER WEST SIDE (79-96),10,D4,10025,2.3948661722025153,4256.917964482139,115.0,1491000.0
63971,JACKSON HEIGHTS,09,C6,11372,2.3948661722025153,4256.917964482139,81.0,450000.0
61746,GLENDALE,02,S2,11385,3.0,4000.0,101.0,935000.0
51826,BAYSIDE,10,D4,11361,2.3948661722025153,4256.917964482139,53.0,301602.0
23192,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,55.0,355000.0
9304,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,28.0,968000.0
80828,NEW SPRINGVILLE,01,A5,10314,1.0,2248.0,35.0,620000.0
48692,WILLIAMSBURG-SOUTH,01,A5,11211,1.0,4470.0,1.0,1955040.0
23140,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,53.0,290000.0
59705,FLUSHING-SOUTH,09,C6,11367,2.3948661722025153,4256.917964482139,67.0,210000.0
19639,CITY ISLAND,01,A1,10464,1.0,2537.0,77.0,540000.0
36542,EAST NEW YORK,02,B2,11208,2.0,1190.0,107.0,496250.0
6762,LOWER EAST SIDE,09,C6,10002,2.3948661722025153,4256.917964482139,96.0,50000.0
67568,MIDDLE VILLAGE,13,R4,11379,1.0,4256.917964482139,10.0,350000.0
30429,BRIGHTON BEACH,13,R4,11235,1.0,4256.917964482139,1.0,754523.0
19467,CASTLE HILL/UNIONPORT,01,A5,10472,1.0,1585.0,62.0,275000.0
17726,UPPER WEST SIDE (96-116),10,D4,10025,2.3948661722025153,4256.917964482139,112.0,650000.0
54846,ELMHURST,02,B2,11373,2.0,1748.0,115.0,420000.0
54417,EAST ELMHURST,01,A1,11369,1.0,1376.0,97.0,638000.0
2173,FINANCIAL,13,R4,10006,1.0,4256.917964482139,3.0,1776846.0
25429,BATH BEACH,02,B9,11228,2.0,1802.0,81.0,938000.0
63943,JACKSON HEIGHTS,09,C6,11372,2.3948661722025153,4256.917964482139,95.0,735000.0
19887,COUNTRY CLUB,10,D4,10465,2.3948661722025153,4256.917964482139,54.0,180000.0
34706,CROWN HEIGHTS,15,R1,11238,1.0,4256.917964482139,8.0,565128.0
20012,EAST TREMONT,03,C0,10460,3.0,3200.0,118.0,595000.0
23562,SCHUYLERVILLE/PELHAM BAY,10,D4,10461,2.3948661722025153,4256.917964482139,54.0,103000.0
38896,FLATBUSH-NORTH,02,B1,11203,2.0,1795.0,72.0,600000.0
44910,PARK SLOPE,13,R4,11215,1.0,4256.917964482139,2.0,2138325.0
54840,ELMHURST,02,B2,11378,2.0,1406.0,91.0,750000.0
30029,BOROUGH PARK,15,R1,11219,1.0,4256.917964482139,96.0,1400093.0
36202,EAST NEW YORK,01,A5,11207,1.0,1134.0,25.0,471000.0
28562,BERGEN BEACH,02,B9,11234,2.0,2724.0,33.0,945000.0
12460,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,58.0,1100000.0
57712,FLUSHING-NORTH,10,D4,11355,2.3948661722025153,4256.917964482139,93.0,390000.0
79940,MIDLAND BEACH,01,A2,10306,1.0,448.0,81.0,260000.0
5848,HARLEM-EAST,13,R4,10029,1.0,4256.917964482139,11.0,750000.0
71500,ROSEDALE,02,B2,11413,2.0,1738.0,19.0,570000.0
24763,WESTCHESTER,02,S2,10461,3.0,2964.0,107.0,575000.0
35054,CYPRESS HILLS,03,C0,11208,3.0,2048.0,107.0,580800.0
30313,BRIGHTON BEACH,10,D4,11235,2.3948661722025153,4256.917964482139,66.0,235000.0
74662,SUNNYSIDE,07,C2,11377,6.0,5346.0,88.0,1200000.0
57734,FLUSHING-NORTH,10,D4,11355,2.3948661722025153,4256.917964482139,62.0,315000.0
25239,WILLIAMSBRIDGE,10,D4,10466,2.3948661722025153,4256.917964482139,59.0,68000.0
12612,UPPER EAST SIDE (59-79),10,D4,10065,2.3948661722025153,4256.917964482139,55.0,419000.0
12903,UPPER EAST SIDE (59-79),13,R4,10065,1.0,4256.917964482139,65.0,2015000.0
24389,THROGS NECK,03,C0,10465,3.0,3408.0,12.0,560000.0
55653,FAR ROCKAWAY,02,B2,11691,2.0,2606.0,13.0,221000.0
49752,ASTORIA,02,B1,11106,2.0,3000.0,92.0,1850000.0
64154,JACKSON HEIGHTS,10,D4,11372,2.3948661722025153,4256.917964482139,78.0,271350.0
25341,WOODLAWN,10,D4,10470,2.3948661722025153,4256.917964482139,58.0,70000.0
64392,JACKSON HEIGHTS,10,D4,11372,2.3948661722025153,4256.917964482139,79.0,220000.0
19606,CASTLE HILL/UNIONPORT,07,C1,10472,47.0,49720.0,88.0,1962500.0
72359,SOUTH JAMAICA,01,A1,11433,1.0,784.0,91.0,225000.0
23198,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,56.0,109000.0
35932,DYKER HEIGHTS,01,A9,11228,1.0,1561.0,91.0,910000.0
74783,SUNNYSIDE,13,R4,11104,1.0,4256.917964482139,87.0,490000.0
12999,UPPER EAST SIDE (59-79),13,R4,10065,1.0,4256.917964482139,21.0,1195000.0
57939,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,3.0,1026396.0
4629,GREENWICH VILLAGE-WEST,13,R4,10014,1.0,4256.917964482139,86.0,827739.0
55986,FLORAL PARK,01,A1,11001,1.0,1152.0,92.0,635000.0
8036,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,60.0,532500.0
79928,MIDLAND BEACH,01,A5,10306,1.0,4256.917964482139,1.0,537636.0
2913,FLATIRON,13,R4,10010,1.0,4256.917964482139,33.0,2250000.0
22800,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,50.0,365687.0
70438,RICHMOND HILL,02,B3,11419,2.0,1155.0,92.0,342000.0
68669,QUEENS VILLAGE,01,A1,11428,1.0,1188.0,96.0,490000.0
59184,FLUSHING-SOUTH,01,A5,11367,1.0,1620.0,76.0,720000.0
59929,FLUSHING-SOUTH,12,R2,11367,1.0,4256.917964482139,67.0,400000.0
7603,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,46.0,645000.0
23477,SCHUYLERVILLE/PELHAM BAY,02,B2,10461,2.0,2164.0,106.0,585000.0
42132,MARINE PARK,10,D4,11229,2.3948661722025153,4256.917964482139,66.0,145000.0
37231,FLATBUSH-CENTRAL,01,A1,11226,1.0,4566.0,112.0,2115000.0
69767,REGO PARK,13,R4,11374,1.0,4256.917964482139,3.0,697501.0
35497,DOWNTOWN-FULTON MALL,13,R4,11201,1.0,4256.917964482139,9.0,1125000.0
82681,SOUTH BEACH,01,A5,10305,1.0,1176.0,17.0,470000.0
66168,LONG ISLAND CITY,02,B2,11106,2.0,1914.0,9.0,1090000.0
44029,OCEAN PARKWAY-SOUTH,10,D4,11223,2.3948661722025153,4256.917964482139,65.0,210000.0
44245,OLD MILL BASIN,01,A2,11234,1.0,1608.0,92.0,500000.0
62965,HOWARD BEACH,01,A2,11414,1.0,960.0,67.0,20000.0
75117,WHITESTONE,02,B3,11357,2.0,2304.0,66.0,1525000.0
50406,ASTORIA,13,R4,11102,1.0,4256.917964482139,12.0,602000.0
45523,PROSPECT HEIGHTS,13,R4,11238,1.0,4256.917964482139,2.0,590000.0
63914,JACKSON HEIGHTS,07,C3,11372,4.0,2912.0,92.0,1260000.0
28353,BENSONHURST,07,C3,11204,4.0,3350.0,91.0,1580000.0
21042,MORRIS PARK/VAN NEST,01,A1,10461,1.0,1396.0,91.0,393000.0
7117,MANHATTAN VALLEY,13,R4,10025,1.0,4256.917964482139,117.0,540000.0
6652,KIPS BAY,17,R9,10010,2.3948661722025153,4256.917964482139,117.0,550000.0
9402,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,38.0,1191047.0
48837,WILLIAMSBURG-SOUTH,13,R4,11249,1.0,4256.917964482139,7.0,875695.0
68155,OZONE PARK,01,A1,11417,1.0,1120.0,97.0,475000.0
37532,FLATBUSH-CENTRAL,10,D4,11226,2.3948661722025153,4256.917964482139,54.0,420000.0
48840,WILLIAMSBURG-SOUTH,13,R4,11249,1.0,4256.917964482139,7.0,1374637.0
45429,PROSPECT HEIGHTS,10,D4,11238,2.3948661722025153,4256.917964482139,91.0,1140000.0
12333,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,54.0,980000.0
55312,ELMHURST,15,R1,11373,1.0,4256.917964482139,3.0,446160.0
780,CHELSEA,13,R4,10011,1.0,4256.917964482139,5.0,1310000.0
27489,BEDFORD STUYVESANT,12,R2,11221,1.0,4256.917964482139,11.0,120000.0
34850,CYPRESS HILLS,02,B1,11207,2.0,2383.0,106.0,535000.0
19551,CASTLE HILL/UNIONPORT,02,B2,10472,2.0,2160.0,91.0,535000.0
76730,BULLS HEAD,01,A5,10314,1.0,1887.0,3.0,610950.0
65480,KEW GARDENS,17,R9,11415,2.3948661722025153,4256.917964482139,56.0,290000.0
11478,TRIBECA,13,R4,10013,1.0,4256.917964482139,123.0,2950000.0
56052,FLUSHING-NORTH,01,A5,11357,1.0,1620.0,57.0,750000.0
58660,FLUSHING-NORTH,13,R4,11355,1.0,4256.917964482139,91.0,830000.0
18616,BAYCHESTER,02,B1,10469,2.0,3201.0,11.0,560000.0
9519,MIDTOWN WEST,13,R4,10036,1.0,4256.917964482139,12.0,1386000.0
2662,FLATIRON,10,D4,10003,2.3948661722025153,4256.917964482139,52.0,855000.0
20844,MELROSE/CONCOURSE,03,C0,10456,3.0,4002.0,118.0,445000.0
45001,PARK SLOPE,15,R1,11215,1.0,4256.917964482139,11.0,1300000.0
76780,BULLS HEAD,01,A5,10314,1.0,1326.0,35.0,520000.0
74937,WHITESTONE,01,A5,11357,1.0,1140.0,76.0,645000.0
54,ALPHABET CITY,09,C6,10009,2.3948661722025153,4256.917964482139,66.0,420000.0
59866,FLUSHING-SOUTH,10,D4,11367,2.3948661722025153,4256.917964482139,64.0,280000.0
24568,WAKEFIELD,02,B1,10466,2.0,2200.0,52.0,234000.0
72254,SO. JAMAICA-BAISLEY PARK,02,B3,11434,2.0,1488.0,86.0,517000.0
36790,EAST NEW YORK,03,C0,11207,3.0,3000.0,116.0,550000.0
9473,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,39.0,1960000.0
61136,FRESH MEADOWS,01,A1,11365,1.0,1552.0,77.0,955000.0
45408,PROSPECT HEIGHTS,10,D4,11238,2.3948661722025153,4256.917964482139,77.0,480388.0
52093,BEECHHURST,10,D4,11357,2.3948661722025153,4256.917964482139,60.0,405000.0
2915,FLATIRON,13,R4,10010,1.0,4256.917964482139,34.0,2350000.0
3452,GRAMERCY,13,R4,10016,1.0,4256.917964482139,90.0,2152794.0
56472,FLUSHING-NORTH,01,A1,11355,1.0,1428.0,86.0,995500.0
18384,BAYCHESTER,01,A5,10469,1.0,1254.0,77.0,317200.0
69485,REGO PARK,10,D4,11374,2.3948661722025153,4256.917964482139,56.0,480000.0
29842,BOROUGH PARK,09,C6,11204,2.3948661722025153,4256.917964482139,85.0,188000.0
15474,UPPER WEST SIDE (59-79),10,D4,10023,2.3948661722025153,4256.917964482139,91.0,400000.0
9458,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,39.0,2950000.0
17012,UPPER WEST SIDE (79-96),10,D4,10024,2.3948661722025153,4256.917964482139,89.0,675000.0
24539,WAKEFIELD,02,B2,10466,2.0,2154.0,116.0,590000.0
43132,OCEAN HILL,12,R2,11233,1.0,4256.917964482139,25.0,682000.0
32516,CANARSIE,02,B2,11236,2.0,1796.0,97.0,494400.0
74238,ST. ALBANS,01,A0,11434,1.0,990.0,66.0,330000.0
75582,WOODHAVEN,02,B3,11421,2.0,1402.0,97.0,558000.0
62291,HILLCREST,13,R4,11367,1.0,4256.917964482139,44.0,348000.0
69030,QUEENS VILLAGE,02,B2,11427,2.0,2200.0,15.0,729000.0
68903,QUEENS VILLAGE,01,A1,11429,1.0,1142.0,97.0,370000.0
23312,RIVERDALE,22,K1,10471,6.0,4750.0,42.0,1470000.0
52062,BEECHHURST,09,C6,11357,2.3948661722025153,4256.917964482139,89.0,170000.0
42549,MIDWOOD,10,D4,11229,2.3948661722025153,4256.917964482139,67.0,215000.0
73398,SPRINGFIELD GARDENS,01,A1,11434,1.0,1170.0,92.0,340000.0
42555,MIDWOOD,13,R4,11230,1.0,4256.917964482139,2.0,680000.0
54301,DOUGLASTON,09,C6,11362,2.3948661722025153,4256.917964482139,64.0,305000.0
4099,GREENWICH VILLAGE-CENTRAL,17,R9,10003,2.3948661722025153,4256.917964482139,51.0,1275000.0
9946,MURRAY HILL,10,D4,10016,2.3948661722025153,4256.917964482139,32.0,745500.0
82692,SOUTH BEACH,01,A5,10305,1.0,1096.0,18.0,470000.0
24310,THROGS NECK,02,B3,10465,2.0,1680.0,61.0,300000.0
52640,BRIARWOOD,10,D4,11435,2.3948661722025153,4256.917964482139,58.0,220000.0
39974,GRAVESEND,01,A2,11214,1.0,312.0,91.0,405000.0
39196,FLATLANDS,01,A2,11234,1.0,900.0,87.0,415000.0
4048,GREENWICH VILLAGE-CENTRAL,13,R4,10011,1.0,4256.917964482139,8.0,2900000.0
35577,DOWNTOWN-FULTON MALL,13,R4,11201,1.0,4256.917964482139,3.0,2061956.0
71791,SO. JAMAICA-BAISLEY PARK,01,A1,11436,1.0,756.0,115.0,385000.0
80953,NEW SPRINGVILLE,02,B2,10314,2.0,2600.0,47.0,799000.0
83678,WEST NEW BRIGHTON,01,A1,10302,1.0,740.0,118.0,240000.0
16372,UPPER WEST SIDE (59-79),17,R9,10023,2.3948661722025153,4256.917964482139,55.0,1690000.0
31140,BROWNSVILLE,02,S2,11212,3.0,3750.0,86.0,1175000.0
71514,ROSEDALE,02,B3,11422,2.0,1310.0,91.0,424990.0
61598,GLEN OAKS,10,D4,11005,2.3948661722025153,4256.917964482139,45.0,1200000.0
51976,BEECHHURST,01,A2,11357,1.0,2313.0,41.0,1100000.0
62100,HAMMELS,02,B3,11693,2.0,1591.0,106.0,309298.0
11202,TRIBECA,13,R4,10282,1.0,4256.917964482139,17.0,1795000.0
29451,BOROUGH PARK,03,C0,11219,3.0,5440.0,47.0,2700500.0
24830,WILLIAMSBRIDGE,01,A1,10467,1.0,1620.0,107.0,395000.0
40205,GRAVESEND,02,B2,11223,2.0,1488.0,97.0,350000.0
65291,KEW GARDENS,10,D4,11415,2.3948661722025153,4256.917964482139,62.0,198000.0
18159,WASHINGTON HEIGHTS UPPER,10,D4,10040,2.3948661722025153,4256.917964482139,63.0,975000.0
72718,SOUTH JAMAICA,02,B2,11433,2.0,2064.0,52.0,1058220.0
35408,DOWNTOWN-FULTON FERRY,44,RG,11201,1.0,4256.917964482139,7.0,128808.0
12022,UPPER EAST SIDE (59-79),10,D4,10065,2.3948661722025153,4256.917964482139,57.0,999000.0
10958,SOUTHBRIDGE,10,D4,10038,2.3948661722025153,4256.917964482139,46.0,752000.0
363,CHELSEA,10,D4,10001,2.3948661722025153,4256.917964482139,53.0,87346.0
1289,CIVIC CENTER,13,R4,10007,1.0,4256.917964482139,8.0,2860000.0
17835,UPPER WEST SIDE (96-116),17,R9,10025,2.3948661722025153,4256.917964482139,106.0,366000.0
23669,SOUNDVIEW,02,B2,10473,2.0,2400.0,2.0,585493.0
27544,BEDFORD STUYVESANT,13,R4,11205,1.0,4256.917964482139,4.0,595000.0
15033,UPPER EAST SIDE (96-110),10,D4,10029,2.3948661722025153,4256.917964482139,91.0,999000.0
63837,JACKSON HEIGHTS,03,C0,11370,3.0,2902.0,62.0,1325000.0
6106,HARLEM-UPPER,13,R4,10031,1.0,4256.917964482139,12.0,870000.0
